,1tup_c,3exj_a,2wtt_a,1t4w_a,1qm0_a,1dx0_a,1ag2_a,1b10_a,1uw3_a,1jj2_b,1a3n_a,1bz0_a,1gcw_a,1out_a,1mbd_a,2ocj_a,4nfb_a,1qg3_a,6ldp_a,5fhx_a,1b9v_a,1byq_a,1c01_a,1csn_a,1d7b_a,1e8x_a,1f2a_a,1g65_a,1g8a_a,1i31_a,1j3h_a,1kbe_a,1l6r_a,1m4r_a,1n1d_a,1p3a_a,1q6a_a,1s7m_a,1t8a_a,1u2b_a,1v3a_a,1w4a_a,1x2a_a,1y3a_a,1z1a_a,2a2a_a,2c3a_a,2e1a_a,2f1a_a,2g1a_a,2h1a_a,2i1a_a,2j1a_a,2k1a_a,2l1a_a,2m1a_a,2n1a_a,2o1a_a,2p1a_a,2r1a_a,2u1a_a,2v1a_a,2w1a_a,2x1a_a,2y1a_a,2z1a_a,3a1a_a,3c1a_a,3d1a_a,3f1a_a,3g1a_a,3h1a_a,3i1a_a,3j1a_a,3k1a_a,3l1a_a,3m1a_a,3n1a_a,3o1a_a,3p1a_a,3r1a_a,3s1a_a,3t1a_a,3u1a_a,3v1a_a,3w1a_a
1b9v_a,11.794899999999998,11.855699999999999,17.5,10.714299999999994,13.461500000000001,14.423100000000005,12.621400000000008,9.487200000000001,14.150899999999993,10.385800000000003,12.766000000000005,12.766000000000005,11.428600000000003,11.971800000000002,11.111099999999993,11.855699999999999,13.333300000000008,12.307699999999997,9.560699999999997,13.114800000000002,100.0,12.206599999999995,10.2564,9.897599999999997,10.270299999999992,10.769199999999998,11.627899999999997,14.0,11.013199999999998,12.109400000000008,10.0304,14.285700000000006,10.666699999999992,11.971800000000002,13.492099999999994,14.285700000000006,13.084099999999992,15.189899999999994,13.142899999999997,14.0625,11.728400000000008,11.147499999999994,10.769199999999998,12.040099999999995,13.157899999999998,9.539500000000004,11.0672,14.666700000000006,11.538499999999999,10.526300000000006,13.23530000000001,12.280699999999996,13.475200000000001,9.230799999999988,10.0,8.974400000000003,10.512799999999999,11.666699999999992,14.598500000000001,12.213700000000003,8.461500000000001,13.194400000000002,11.025599999999997,12.643699999999995,9.638599999999997,12.307699999999997,12.878799999999998,11.333300000000008,14.184399999999997,13.2911,12.843999999999994,11.824299999999994,10.365899999999996,12.5,10.512799999999999,10.606099999999998,11.1524,10.703400000000002,9.138400000000004,10.320300000000003,11.538499999999999,10.769199999999998,9.7436,12.195099999999996,16.666700000000006,9.904200000000003
1byq_a,10.769199999999998,10.824699999999993,22.5,9.6939,11.538499999999999,12.5,10.679599999999994,9.859200000000001,10.377400000000009,11.737099999999998,12.766000000000005,12.766000000000005,12.142899999999997,11.971800000000002,11.111099999999993,10.824699999999993,13.333300000000008,11.2821,12.206599999999995,13.934399999999997,12.206599999999995,100.0,10.328599999999994,12.206599999999995,11.891899999999993,14.084500000000006,11.267600000000002,13.145499999999998,10.798100000000005,10.798100000000005,11.267600000000002,14.285700000000006,10.328599999999994,12.676100000000005,12.698399999999992,13.265299999999996,14.018699999999995,12.025300000000001,11.428600000000003,14.0625,11.728400000000008,11.267600000000002,11.267600000000002,12.676100000000005,16.666700000000006,14.084500000000006,10.328599999999994,16.0,12.676100000000005,11.004800000000003,13.23530000000001,14.0351,13.475200000000001,10.328599999999994,11.267600000000002,7.042299999999997,11.737099999999998,11.666699999999992,14.598500000000001,11.450400000000002,10.328599999999994,12.5,11.737099999999998,14.94250000000001,11.737099999999998,11.267600000000002,12.121200000000002,12.206599999999995,12.766000000000005,12.025300000000001,10.328599999999994,12.676100000000005,14.084500000000006,14.843800000000002,14.084500000000006,11.267600000000002,12.206599999999995,11.267600000000002,13.145499999999998,11.267600000000002,13.145499999999998,12.206599999999995,12.676100000000005,18.292699999999996,16.666700000000006,10.798100000000005
1c01_a,9.7436,10.824699999999993,15.0,8.673500000000004,14.423100000000005,14.423100000000005,13.592200000000005,7.828900000000004,13.20750000000001,9.198799999999991,9.929100000000005,9.929100000000005,10.714299999999994,9.859200000000001,11.111099999999993,9.79379999999999,11.666699999999992,9.7436,8.268699999999995,9.016400000000004,10.2564,10.328599999999994,100.0,8.532399999999996,11.351399999999998,8.5612,11.16279999999999,10.799999999999997,9.691599999999994,9.765599999999992,8.510599999999997,14.285700000000006,10.2222,12.676100000000005,10.317499999999995,13.265299999999996,9.345799999999997,11.39240000000001,10.285699999999991,10.9375,10.493799999999993,10.491799999999998,9.596000000000004,9.364499999999992,9.649100000000004,9.539500000000004,9.8814,10.666699999999992,7.9803,10.047799999999995,11.029399999999995,12.280699999999996,11.347499999999997,7.369599999999991,8.684200000000004,10.769199999999998,8.414200000000008,9.166700000000006,10.948899999999995,9.923699999999997,8.486800000000002,9.7222,9.312600000000003,17.2414,9.036100000000005,9.270199999999988,13.636400000000009,10.333299999999994,9.929100000000005,11.39240000000001,10.5505,10.8108,8.536600000000007,9.375,8.565299999999993,9.090900000000005,10.780699999999996,9.480100000000007,9.399500000000003,8.185100000000006,8.387100000000004,10.296999999999997,7.9422,13.414599999999993,16.666700000000006,9.265199999999993
1csn_a,11.794899999999998,11.855699999999999,22.5,10.714299999999994,13.461500000000001,10.576899999999995,11.650499999999994,9.21499999999999,12.264200000000002,10.58019999999999,14.184399999999997,14.184399999999997,12.857100000000003,13.380300000000005,14.379099999999994,11.855699999999999,12.5,11.2821,10.921499999999995,13.114800000000002,9.897599999999997,12.206599999999995,8.532399999999996,100.0,12.432400000000001,12.628,10.697699999999998,12.0,12.334800000000001,10.546900000000008,14.67580000000001,16.326499999999996,12.444400000000002,14.084500000000006,15.079399999999993,13.265299999999996,14.018699999999995,12.025300000000001,13.142899999999997,14.0625,12.963000000000008,9.897599999999997,10.921499999999995,9.556299999999993,14.0351,14.334499999999991,10.671899999999994,16.0,12.96929999999999,11.961699999999993,12.5,12.280699999999996,11.347499999999997,10.58019999999999,9.21499999999999,8.8737,11.604099999999988,11.666699999999992,15.328500000000005,14.503799999999998,8.8737,13.194400000000002,11.262799999999999,16.092,10.58019999999999,10.58019999999999,12.121200000000002,9.556299999999993,12.766000000000005,10.759500000000003,12.3853,9.21499999999999,10.921499999999995,10.9375,11.945399999999992,10.606099999999998,10.037199999999999,11.604099999999988,10.921499999999995,14.590699999999998,10.921499999999995,11.262799999999999,12.286699999999996,17.0732,18.75,9.556299999999993
1d7b_a,9.729699999999994,9.729699999999994,17.5,9.1892,11.538499999999999,12.5,12.621400000000008,11.351399999999998,11.320799999999991,12.432400000000001,10.638300000000001,10.638300000000001,11.428600000000003,12.676100000000005,10.457499999999996,9.729699999999994,11.666699999999992,10.270299999999992,11.351399999999998,12.295100000000005,10.270299999999992,11.891899999999993,11.351399999999998,12.432400000000001,100.0,12.972999999999999,10.8108,13.513499999999993,11.351399999999998,10.270299999999992,12.432400000000001,14.285700000000006,9.1892,11.267600000000002,13.492099999999994,10.204100000000011,11.215000000000003,12.658199999999994,9.714299999999994,9.375,11.728400000000008,11.891899999999993,11.891899999999993,11.351399999999998,9.649100000000004,10.8108,11.891899999999993,16.0,11.351399999999998,11.351399999999998,11.76469999999999,11.403499999999994,14.184399999999997,10.8108,10.8108,7.567599999999999,9.729699999999994,12.5,12.4088,12.213700000000003,11.351399999999998,11.111099999999993,11.891899999999993,12.643699999999995,11.891899999999993,12.972999999999999,11.363599999999991,11.891899999999993,10.638300000000001,10.126599999999996,10.8108,10.8108,11.891899999999993,14.0625,10.270299999999992,11.891899999999993,12.432400000000001,11.891899999999993,13.513499999999993,10.8108,13.513499999999993,11.891899999999993,9.729699999999994,13.414599999999993,16.666700000000006,11.351399999999998
1e8x_a,12.307699999999997,11.855699999999999,20.0,12.244900000000001,13.461500000000001,12.5,12.621400000000008,8.0856,12.264200000000002,10.088999999999999,14.893599999999992,14.893599999999992,14.285700000000006,14.084500000000006,15.686300000000003,12.886600000000001,14.166699999999992,12.307699999999997,12.1447,13.934399999999997,10.769199999999998,14.084500000000006,8.5612,12.628,12.972999999999999,100.0,10.697699999999998,12.799999999999997,12.334800000000001,12.109400000000008,11.854100000000003,22.448999999999998,12.0,15.492999999999995,15.873000000000005,16.326499999999996,14.018699999999995,11.39240000000001,13.714300000000009,13.281199999999998,14.814799999999991,11.147499999999994,12.878799999999998,10.702299999999994,19.298199999999994,12.828900000000004,14.229199999999992,17.333299999999994,9.393600000000006,13.875600000000006,12.5,14.912300000000002,12.766000000000005,10.463700000000003,9.6314,8.461500000000001,11.165000000000006,13.333300000000008,15.328500000000005,14.503799999999998,9.1558,15.2778,11.3082,16.092,10.843400000000003,12.031599999999997,12.121200000000002,12.666699999999992,16.3121,14.557000000000002,11.926599999999993,11.824299999999994,11.280500000000004,14.0625,10.706599999999995,13.636400000000009,12.267700000000005,12.538200000000003,12.271500000000003,12.811399999999992,11.397800000000004,10.693100000000001,11.371799999999993,18.292699999999996,18.75,11.821100000000001
1f2a_a,11.2821,12.371099999999998,17.5,9.6939,12.5,10.576899999999995,11.650499999999994,8.837199999999996,12.264200000000002,11.16279999999999,12.766000000000005,12.766000000000005,12.142899999999997,11.971800000000002,11.111099999999993,11.340199999999996,11.666699999999992,11.794899999999998,13.023300000000006,12.295100000000005,11.627899999999997,11.267600000000002,11.16279999999999,10.697699999999998,10.8108,10.697699999999998,100.0,14.418599999999998,9.76740000000001,9.76740000000001,11.627899999999997,14.285700000000006,10.697699999999998,10.563400000000001,12.698399999999992,11.224500000000006,12.149500000000003,12.025300000000001,10.857100000000003,12.5,11.728400000000008,12.55810000000001,13.023300000000006,10.697699999999998,14.0351,11.16279999999999,10.697699999999998,12.0,12.55810000000001,10.047799999999995,12.5,13.157899999999998,12.766000000000005,9.76740000000001,10.232600000000005,8.372100000000003,10.232600000000005,13.333300000000008,11.678799999999995,14.503799999999998,10.232600000000005,11.111099999999993,12.093000000000004,14.94250000000001,11.627899999999997,12.093000000000004,12.121200000000002,12.55810000000001,12.056699999999992,11.39240000000001,12.093000000000004,13.488399999999999,11.16279999999999,12.5,12.55810000000001,11.627899999999997,11.16279999999999,11.627899999999997,12.093000000000004,10.697699999999998,12.55810000000001,11.16279999999999,11.627899999999997,14.634100000000004,14.583299999999994,12.093000000000004
1g65_a,11.2821,11.340199999999996,20.0,10.714299999999994,9.615399999999994,11.538499999999999,10.679599999999994,10.0,11.320799999999991,12.0,14.893599999999992,14.893599999999992,14.285700000000006,13.380300000000005,13.725499999999997,10.309299999999993,13.333300000000008,10.769199999999998,13.599999999999994,14.754100000000008,14.0,13.145499999999998,10.799999999999997,12.0,13.513499999999993,12.799999999999997,14.418599999999998,100.0,11.013199999999998,10.799999999999997,11.599999999999994,16.326499999999996,10.666699999999992,12.676100000000005,11.904800000000009,15.3061,15.887900000000002,13.924099999999996,12.0,14.843800000000002,14.197499999999991,12.400000000000006,13.200000000000003,11.599999999999994,14.0351,12.400000000000006,10.399999999999991,14.666700000000006,12.0,10.526300000000006,13.23530000000001,14.912300000000002,12.056699999999992,10.0,12.400000000000006,7.599999999999994,11.599999999999994,15.833299999999994,13.1387,13.740499999999997,10.399999999999991,11.805599999999998,14.400000000000006,14.94250000000001,10.799999999999997,11.599999999999994,11.363599999999991,12.799999999999997,13.475200000000001,12.658199999999994,10.5505,11.599999999999994,10.799999999999997,12.5,12.0,11.599999999999994,12.799999999999997,13.599999999999994,11.599999999999994,12.0,12.799999999999997,12.799999999999997,12.400000000000006,13.414599999999993,14.583299999999994,11.200000000000003
1g8a_a,10.2564,10.309299999999993,20.0,11.224500000000006,11.538499999999999,12.5,11.650499999999994,10.132199999999997,11.320799999999991,13.215900000000005,12.056699999999992,12.056699999999992,12.142899999999997,11.267600000000002,12.418300000000002,10.309299999999993,11.666699999999992,14.358999999999995,12.334800000000001,12.295100000000005,11.013199999999998,10.798100000000005,9.691599999999994,12.334800000000001,11.351399999999998,12.334800000000001,9.76740000000001,11.013199999999998,100.0,11.453699999999998,12.334800000000001,14.285700000000006,11.555599999999998,11.267600000000002,13.492099999999994,15.3061,14.018699999999995,13.924099999999996,10.857100000000003,11.718800000000002,11.728400000000008,13.215900000000005,12.334800000000001,11.013199999999998,14.0351,11.894300000000001,12.775300000000001,14.666700000000006,11.894300000000001,11.004800000000003,11.76469999999999,16.666700000000006,13.475200000000001,10.572699999999998,11.013199999999998,9.251100000000008,11.013199999999998,14.166699999999992,12.4088,15.267200000000003,9.251100000000008,14.583299999999994,11.894300000000001,16.092,12.775300000000001,13.215900000000005,9.848500000000001,10.572699999999998,11.347499999999997,10.759500000000003,11.009199999999993,11.453699999999998,11.453699999999998,11.718800000000002,11.894300000000001,14.096900000000005,13.215900000000005,12.334800000000001,12.334800000000001,12.775300000000001,13.656400000000005,14.096900000000005,12.775300000000001,14.634100000000004,14.583299999999994,13.215900000000005
1i31_a,10.769199999999998,10.309299999999993,25.0,11.224500000000006,12.5,12.5,13.592200000000005,9.375,12.264200000000002,10.546900000000008,12.056699999999992,12.056699999999992,12.142899999999997,11.971800000000002,13.0719,10.309299999999993,14.166699999999992,11.2821,10.546900000000008,11.475400000000008,12.109400000000008,10.798100000000005,9.765599999999992,10.546900000000008,10.270299999999992,12.109400000000008,9.76740000000001,10.799999999999997,11.453699999999998,100.0,12.109400000000008,20.408199999999994,12.0,12.676100000000005,15.873000000000005,17.346900000000005,13.084099999999992,12.025300000000001,13.142899999999997,14.0625,11.728400000000008,10.156199999999998,10.546900000000008,11.718800000000002,14.912300000000002,11.718800000000002,9.090900000000005,16.0,12.890599999999992,10.526300000000006,11.76469999999999,13.157899999999998,12.766000000000005,11.328099999999992,10.156199999999998,7.8125,11.718800000000002,13.333300000000008,13.8686,13.740499999999997,11.718800000000002,13.888900000000007,12.109400000000008,13.79310000000001,11.328099999999992,10.546900000000008,10.606099999999998,10.9375,10.638300000000001,12.658199999999994,11.009199999999993,11.328099999999992,11.328099999999992,10.156199999999998,11.718800000000002,10.156199999999998,10.156199999999998,10.9375,11.328099999999992,11.328099999999992,11.718800000000002,12.109400000000008,12.890599999999992,14.634100000000004,14.583299999999994,11.328099999999992
1j3h_a,10.769199999999998,10.824699999999993,20.0,12.755099999999999,13.461500000000001,14.423100000000005,11.650499999999994,10.0304,16.0377,9.118499999999997,12.766000000000005,12.766000000000005,13.571399999999997,16.197199999999995,13.725499999999997,10.824699999999993,10.833300000000008,10.769199999999998,10.638300000000001,14.754100000000008,10.0304,11.267600000000002,8.510599999999997,14.67580000000001,12.432400000000001,11.854100000000003,11.627899999999997,11.599999999999994,12.334800000000001,12.109400000000008,100.0,16.326499999999996,11.555599999999998,11.971800000000002,13.492099999999994,14.285700000000006,14.018699999999995,12.025300000000001,12.571399999999997,14.0625,11.728400000000008,11.147499999999994,10.9422,10.367899999999992,14.0351,22.368399999999994,11.0672,13.333300000000008,10.334299999999999,11.004800000000003,11.76469999999999,13.157899999999998,14.184399999999997,10.9422,9.726399999999998,8.206699999999998,10.0304,12.5,14.598500000000001,13.740499999999997,10.9422,13.194400000000002,10.334299999999999,13.79310000000001,10.9422,12.461999999999989,13.636400000000009,10.666699999999992,12.766000000000005,12.658199999999994,12.3853,13.175700000000006,11.280500000000004,16.4062,11.550200000000004,9.848500000000001,11.524199999999993,10.091700000000003,9.726399999999998,20.2847,11.550200000000004,10.334299999999999,10.638300000000001,13.414599999999993,18.75,11.501599999999996
1kbe_a,14.285700000000006,14.285700000000006,7.5,14.285700000000006,12.244900000000001,12.244900000000001,12.244900000000001,12.244900000000001,10.204100000000011,16.326499999999996,14.285700000000006,14.285700000000006,14.285700000000006,14.285700000000006,12.244900000000001,14.285700000000006,16.326499999999996,16.326499999999996,16.326499999999996,18.3673,14.285700000000006,14.285700000000006,14.285700000000006,16.326499999999996,14.285700000000006,22.448999999999998,14.285700000000006,16.326499999999996,14.285700000000006,20.408199999999994,16.326499999999996,100.0,14.285700000000006,14.285700000000006,12.244900000000001,14.285700000000006,14.285700000000006,16.326499999999996,14.285700000000006,14.285700000000006,16.326499999999996,16.326499999999996,16.326499999999996,14.285700000000006,14.285700000000006,14.285700000000006,12.244900000000001,12.244900000000001,16.326499999999996,14.285700000000006,10.204100000000011,14.285700000000006,12.244900000000001,10.204100000000011,16.326499999999996,10.204100000000011,16.326499999999996,12.244900000000001,14.285700000000006,14.285700000000006,16.326499999999996,14.285700000000006,16.326499999999996,14.285700000000006,14.285700000000006,20.408199999999994,14.285700000000006,18.3673,16.326499999999996,14.285700000000006,14.285700000000006,14.285700000000006,16.326499999999996,10.204100000000011,14.285700000000006,14.285700000000006,18.3673,16.326499999999996,20.408199999999994,18.3673,18.3673,18.3673,16.326499999999996,12.244900000000001,8.333299999999994,22.448999999999998
1l6r_a,9.230799999999988,9.79379999999999,17.5,10.204100000000011,12.5,11.538499999999999,10.679599999999994,9.7778,10.377400000000009,12.888900000000007,12.056699999999992,12.056699999999992,10.714299999999994,13.380300000000005,12.418300000000002,9.278400000000005,12.5,10.2564,12.444400000000002,12.295100000000005,10.666699999999992,10.328599999999994,10.2222,12.444400000000002,9.1892,12.0,10.697699999999998,10.666699999999992,11.555599999999998,12.0,11.555599999999998,14.285700000000006,100.0,11.971800000000002,12.698399999999992,14.285700000000006,14.953299999999999,13.2911,11.428600000000003,10.9375,10.493799999999993,13.7778,12.0,10.666699999999992,14.912300000000002,12.0,9.7778,16.0,12.888900000000007,11.4833,16.176500000000004,13.157899999999998,12.056699999999992,10.666699999999992,11.111099999999993,8.888900000000007,11.111099999999993,10.833300000000008,12.4088,14.503799999999998,10.2222,12.5,13.333300000000008,16.092,11.555599999999998,12.888900000000007,11.363599999999991,11.555599999999998,12.766000000000005,14.557000000000002,11.4679,10.2222,11.555599999999998,11.718800000000002,13.333300000000008,11.111099999999993,12.444400000000002,12.0,11.555599999999998,10.2222,15.111099999999993,12.0,11.111099999999993,14.634100000000004,18.75,12.0
1m4r_a,11.267600000000002,12.676100000000005,20.0,11.267600000000002,10.576899999999995,8.653800000000004,9.708700000000007,9.154899999999998,10.377400000000009,13.380300000000005,10.638300000000001,10.638300000000001,10.714299999999994,9.859200000000001,11.971800000000002,11.267600000000002,14.166699999999992,14.084500000000006,14.084500000000006,11.475400000000008,11.971800000000002,12.676100000000005,12.676100000000005,14.084500000000006,11.267600000000002,15.492999999999995,10.563400000000001,12.676100000000005,11.267600000000002,12.676100000000005,11.971800000000002,14.285700000000006,11.971800000000002,100.0,11.111099999999993,12.244900000000001,13.084099999999992,11.971800000000002,11.267600000000002,10.9375,12.676100000000005,12.676100000000005,11.971800000000002,13.380300000000005,11.403499999999994,14.788700000000006,14.084500000000006,14.666700000000006,15.492999999999995,10.563400000000001,9.558800000000005,13.157899999999998,10.638300000000001,11.971800000000002,11.971800000000002,9.154899999999998,11.971800000000002,11.666699999999992,12.4088,10.686999999999998,12.676100000000005,9.859200000000001,14.084500000000006,14.94250000000001,11.971800000000002,13.380300000000005,11.363599999999991,11.971800000000002,12.056699999999992,9.154899999999998,11.267600000000002,11.267600000000002,13.380300000000005,11.718800000000002,12.676100000000005,13.380300000000005,11.267600000000002,10.563400000000001,11.971800000000002,11.971800000000002,14.788700000000006,12.676100000000005,11.971800000000002,15.853700000000003,18.75,13.380300000000005
1n1d_a,12.698399999999992,10.317499999999995,17.5,11.904800000000009,13.461500000000001,13.461500000000001,12.621400000000008,13.492099999999994,13.20750000000001,11.904800000000009,7.936499999999995,7.936499999999995,11.111099999999993,9.523800000000008,12.698399999999992,11.111099999999993,10.833300000000008,11.111099999999993,12.698399999999992,11.475400000000008,13.492099999999994,12.698399999999992,10.317499999999995,15.079399999999993,13.492099999999994,15.873000000000005,12.698399999999992,11.904800000000009,13.492099999999994,15.873000000000005,13.492099999999994,12.244900000000001,12.698399999999992,11.111099999999993,100.0,12.244900000000001,10.2804,12.698399999999992,11.111099999999993,12.698399999999992,11.904800000000009,13.492099999999994,13.492099999999994,13.492099999999994,11.403499999999994,13.492099999999994,12.698399999999992,16.0,14.285700000000006,11.111099999999993,13.492099999999994,14.0351,11.904800000000009,10.317499999999995,11.904800000000009,5.555599999999998,11.904800000000009,14.166699999999992,11.904800000000009,11.111099999999993,11.111099999999993,13.492099999999994,13.492099999999994,9.195399999999992,12.698399999999992,13.492099999999994,9.523800000000008,13.492099999999994,7.936499999999995,10.317499999999995,11.904800000000009,11.111099999999993,14.285700000000006,11.111099999999993,15.079399999999993,11.904800000000009,14.285700000000006,11.904800000000009,13.492099999999994,13.492099999999994,14.285700000000006,13.492099999999994,15.079399999999993,13.414599999999993,18.75,13.492099999999994
1p3a_a,11.224500000000006,11.224500000000006,27.5,12.244900000000001,11.224500000000006,10.204100000000011,9.183699999999988,12.244900000000001,9.183699999999988,13.265299999999996,12.244900000000001,12.244900000000001,12.244900000000001,10.204100000000011,17.346900000000005,11.224500000000006,12.244900000000001,13.265299999999996,13.265299999999996,12.244900000000001,14.285700000000006,13.265299999999996,13.265299999999996,13.265299999999996,10.204100000000011,16.326499999999996,11.224500000000006,15.3061,15.3061,17.346900000000005,14.285700000000006,14.285700000000006,14.285700000000006,12.244900000000001,12.244900000000001,100.0,14.285700000000006,12.244900000000001,13.265299999999996,11.224500000000006,14.285700000000006,12.244900000000001,16.326499999999996,16.326499999999996,12.244900000000001,16.326499999999996,16.326499999999996,12.0,15.3061,12.244900000000001,12.244900000000001,12.244900000000001,10.204100000000011,17.346900000000005,12.244900000000001,14.285700000000006,14.285700000000006,11.224500000000006,12.244900000000001,9.183699999999988,14.285700000000006,12.244900000000001,17.346900000000005,12.643699999999995,19.3878,15.3061,12.244900000000001,14.285700000000006,12.244900000000001,11.224500000000006,13.265299999999996,16.326499999999996,12.244900000000001,10.204100000000011,12.244900000000001,13.265299999999996,15.3061,13.265299999999996,16.326499999999996,14.285700000000006,16.326499999999996,15.3061,14.285700000000006,14.634100000000004,14.583299999999994,12.244900000000001
1q6a_a,13.084099999999992,11.215000000000003,27.5,12.149500000000003,11.538499999999999,11.538499999999999,10.679599999999994,14.018699999999995,12.264200000000002,13.084099999999992,13.084099999999992,13.084099999999992,14.953299999999999,12.149500000000003,13.084099999999992,13.084099999999992,13.084099999999992,12.149500000000003,14.953299999999999,12.149500000000003,13.084099999999992,14.018699999999995,9.345799999999997,14.018699999999995,11.215000000000003,14.018699999999995,12.149500000000003,15.887900000000002,14.018699999999995,13.084099999999992,14.018699999999995,14.285700000000006,14.953299999999999,13.084099999999992,10.2804,14.285700000000006,100.0,10.2804,15.887900000000002,12.149500000000003,12.149500000000003,14.018699999999995,15.887900000000002,15.887900000000002,11.215000000000003,14.018699999999995,12.149500000000003,12.0,14.018699999999995,12.149500000000003,14.953299999999999,12.149500000000003,14.953299999999999,14.018699999999995,12.149500000000003,11.215000000000003,12.149500000000003,12.149500000000003,12.149500000000003,10.2804,13.084099999999992,12.149500000000003,15.887900000000002,10.344799999999992,13.084099999999992,15.887900000000002,8.411199999999994,12.149500000000003,13.084099999999992,10.2804,17.757000000000005,15.887900000000002,13.084099999999992,12.149500000000003,14.953299999999999,14.953299999999999,13.084099999999992,13.084099999999992,14.953299999999999,14.018699999999995,16.822400000000002,14.953299999999999,14.018699999999995,14.634100000000004,16.666700000000006,14.018699999999995
1s7m_a,12.025300000000001,10.759500000000003,12.5,11.39240000000001,9.615399999999994,10.576899999999995,10.679599999999994,10.126599999999996,10.377400000000009,12.658199999999994,12.056699999999992,12.056699999999992,11.428600000000003,10.563400000000001,11.111099999999993,12.025300000000001,11.666699999999992,11.39240000000001,14.557000000000002,11.475400000000008,15.189899999999994,12.025300000000001,11.39240000000001,12.025300000000001,12.658199999999994,11.39240000000001,12.025300000000001,13.924099999999996,13.924099999999996,12.025300000000001,12.025300000000001,16.326499999999996,13.2911,11.971800000000002,12.698399999999992,12.244900000000001,10.2804,100.0,13.2911,11.718800000000002,11.39240000000001,13.2911,15.189899999999994,13.2911,14.0351,11.39240000000001,11.39240000000001,13.333300000000008,14.557000000000002,13.2911,11.76469999999999,13.157899999999998,12.766000000000005,13.2911,13.2911,10.126599999999996,12.025300000000001,14.166699999999992,9.489099999999993,12.213700000000003,11.39240000000001,11.111099999999993,13.924099999999996,13.79310000000001,13.2911,15.8228,8.333299999999994,13.924099999999996,12.766000000000005,13.2911,12.025300000000001,12.025300000000001,15.189899999999994,11.718800000000002,13.2911,12.658199999999994,12.025300000000001,12.025300000000001,12.658199999999994,12.658199999999994,12.025300000000001,13.924099999999996,13.2911,14.634100000000004,16.666700000000006,12.025300000000001
1t8a_a,10.857100000000003,11.428600000000003,17.5,10.285699999999991,11.538499999999999,10.576899999999995,9.708700000000007,10.285699999999991,10.377400000000009,14.285700000000006,11.347499999999997,11.347499999999997,12.142899999999997,11.267600000000002,11.76469999999999,10.857100000000003,14.166699999999992,11.428600000000003,11.428600000000003,12.295100000000005,13.142899999999997,11.428600000000003,10.285699999999991,13.142899999999997,9.714299999999994,13.714300000000009,10.857100000000003,12.0,10.857100000000003,13.142899999999997,12.571399999999997,14.285700000000006,11.428600000000003,11.267600000000002,11.111099999999993,13.265299999999996,15.887900000000002,13.2911,100.0,11.718800000000002,11.111099999999993,13.714300000000009,13.142899999999997,12.0,13.157899999999998,13.142899999999997,13.142899999999997,16.0,13.714300000000009,10.857100000000003,14.7059,13.157899999999998,14.184399999999997,10.857100000000003,9.714299999999994,12.571399999999997,10.857100000000003,12.5,9.489099999999993,14.503799999999998,10.857100000000003,11.111099999999993,10.857100000000003,12.643699999999995,12.571399999999997,12.571399999999997,11.363599999999991,14.857100000000003,11.347499999999997,11.39240000000001,13.142899999999997,11.428600000000003,12.571399999999997,11.718800000000002,14.857100000000003,13.142899999999997,13.142899999999997,13.142899999999997,12.571399999999997,10.857100000000003,15.428600000000003,14.285700000000006,12.571399999999997,15.853700000000003,14.583299999999994,11.428600000000003
1u2b_a,10.9375,12.5,17.5,11.718800000000002,11.538499999999999,11.538499999999999,12.621400000000008,10.9375,11.320799999999991,13.281199999999998,11.718800000000002,11.718800000000002,10.9375,10.156199999999998,11.718800000000002,10.9375,10.833300000000008,11.718800000000002,11.718800000000002,10.655699999999996,14.0625,14.0625,10.9375,14.0625,9.375,13.281199999999998,12.5,14.843800000000002,11.718800000000002,14.0625,14.0625,14.285700000000006,10.9375,10.9375,12.698399999999992,11.224500000000006,12.149500000000003,11.718800000000002,11.718800000000002,100.0,12.5,16.4062,13.281199999999998,13.281199999999998,9.649100000000004,13.281199999999998,12.5,13.333300000000008,13.281199999999998,14.0625,10.9375,8.771900000000002,11.718800000000002,11.718800000000002,10.9375,10.156199999999998,10.9375,9.166700000000006,10.156199999999998,8.593800000000002,14.843800000000002,14.843800000000002,13.281199999999998,11.494299999999996,11.718800000000002,16.4062,9.375,11.718800000000002,8.593800000000002,10.9375,11.718800000000002,11.718800000000002,11.718800000000002,8.593800000000002,15.625,10.156199999999998,13.281199999999998,12.5,15.625,13.281199999999998,15.625,15.625,13.281199999999998,12.195099999999996,12.5,14.0625
